hex_id,D1,D2,D3,D4,D5,D6
433,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
434,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
435,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
436,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
437,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
438,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
439,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
440,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
441,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
442,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
443,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
444,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
445,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
446,Sa,Sa,Sa,LoSa,LoSa,LoSa
447,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
448,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
449,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
450,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
451,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
452,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
453,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
454,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
455,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
456,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
457,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
458,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
459,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
460,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
461,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
462,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
463,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
464,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
465,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
466,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
467,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
468,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
469,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
470,Sa,Sa,Sa,LoSa,LoSa,LoSa
471,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
472,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
473,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
474,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
475,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
476,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
477,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
478,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
479,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
480,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
481,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
482,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
483,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
484,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
485,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
486,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
487,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
488,NA,NA,NA,NA,NA,NA
489,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
490,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
491,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
492,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
493,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
494,Sa,Sa,Sa,LoSa,LoSa,LoSa
495,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
496,SaLo,SaClLo,SaClLo,SaCl,SaCl,SaCl
497,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
498,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
499,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
500,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
501,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
502,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
503,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
504,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
505,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
506,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
507,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
508,Sa,Sa,Sa,LoSa,LoSa,LoSa
509,SaLo,NA,NA,NA,NA,NA
510,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
511,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
512,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
513,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
514,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
515,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
516,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
517,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
518,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
519,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
520,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
521,SaLo,NA,NA,NA,NA,NA
522,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
523,SaLo,SaClLo,ClLo,ClLo,Cl,ClLo
524,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
525,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
526,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
527,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
528,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
529,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
530,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
531,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
532,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
533,Sa,Sa,Sa,LoSa,LoSa,LoSa
534,SaLo,NA,NA,NA,NA,NA
535,SaLo,NA,NA,NA,NA,NA
536,SaLo,SaClLo,ClLo,ClLo,Cl,ClLo
537,Cl,Cl,Cl,Cl,Cl,Cl
538,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
539,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
540,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
541,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
542,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
543,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
544,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
545,Cl,Cl,Cl,Cl,Cl,Cl
546,Cl,Cl,Cl,Cl,Cl,Cl
547,Cl,Cl,Cl,Cl,Cl,Cl
548,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
549,Cl,Cl,Cl,Cl,Cl,Cl
550,SaLo,SaClLo,ClLo,ClLo,Cl,ClLo
551,Cl,Cl,Cl,Cl,Cl,Cl
552,Cl,Cl,Cl,Cl,Cl,Cl
553,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
554,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
555,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
556,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
557,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
558,Cl,Cl,Cl,Cl,Cl,Cl
559,Cl,Cl,Cl,Cl,Cl,Cl
560,Cl,Cl,Cl,Cl,Cl,Cl
561,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
562,SaLo,SaClLo,ClLo,ClLo,Cl,ClLo
563,Cl,Cl,Cl,Cl,Cl,Cl
564,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
565,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
566,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
567,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
568,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
569,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
570,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
571,Cl,Cl,Cl,Cl,Cl,Cl
572,Sa,Sa,Sa,LoSa,LoSa,LoSa
573,Cl,Cl,Cl,Cl,Cl,Cl
574,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
575,Cl,Cl,Cl,Cl,Cl,Cl
576,Cl,Cl,Cl,Cl,Cl,Cl
577,Cl,Cl,Cl,Cl,Cl,Cl
578,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
579,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
580,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
581,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
582,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
583,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
584,Cl,Cl,Cl,Cl,Cl,Cl
585,Cl,Cl,Cl,Cl,Cl,Cl
586,Sa,Sa,Sa,Sa,Sa,Sa
587,Cl,Cl,Cl,Cl,Cl,Cl
588,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
589,Cl,Cl,Cl,Cl,Cl,Cl
590,Cl,Cl,Cl,Cl,Cl,Cl
591,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
592,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
593,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
594,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
595,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
596,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
597,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
598,Cl,Cl,Cl,Cl,Cl,Cl
599,Sa,Sa,Sa,Sa,Sa,Sa
600,SaLo,SaClLo,ClLo,ClLo,Cl,ClLo
601,Cl,Cl,Cl,Cl,Cl,Cl
602,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
603,Cl,Cl,Cl,Cl,Cl,Cl
604,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
605,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
606,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
607,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
608,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
609,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
610,Sa,Sa,Sa,LoSa,LoSa,LoSa
611,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
612,Cl,Cl,Cl,Cl,Cl,Cl
613,Sa,Sa,Sa,LoSa,LoSa,LoSa
614,SaLo,SaClLo,ClLo,ClLo,Cl,ClLo
615,SaLo,SaLo,SaClLo,Cl,Cl,Cl
616,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
617,Cl,Cl,Cl,Cl,Cl,Cl
618,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
619,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
620,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
621,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
622,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
623,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
624,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
625,Cl,Cl,Cl,Cl,Cl,Cl
626,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
627,Sa,Sa,Sa,LoSa,LoSa,LoSa
628,SaLo,SaClLo,ClLo,ClLo,Cl,ClLo
629,Cl,Cl,Cl,Cl,Cl,Cl
630,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
631,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
632,Cl,Cl,Cl,Cl,Cl,Cl
633,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
634,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
635,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
636,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
637,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
638,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
639,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
640,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
641,Sa,Sa,Sa,LoSa,LoSa,LoSa
642,Cl,Cl,Cl,Cl,Cl,Cl
643,Cl,Cl,Cl,Cl,Cl,Cl
644,Lo,LoSa,LoSa,LoSa,LoSa,LoSa
645,Cl,Cl,Cl,Cl,Cl,Cl
646,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
647,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
648,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
649,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
650,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
651,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
652,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
653,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
654,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
655,Cl,Cl,Cl,Cl,Cl,Cl
656,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
657,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
658,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
659,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
660,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
661,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
662,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
663,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
664,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
665,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
666,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
667,Sa,Sa,Sa,LoSa,LoSa,LoSa
668,Cl,Cl,Cl,Cl,Cl,Cl
669,Cl,Cl,Cl,Cl,Cl,Cl
670,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
671,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
672,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
673,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
674,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
675,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
676,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
677,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
678,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
679,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
680,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
681,Cl,Cl,Cl,Cl,Cl,Cl
682,Cl,Cl,Cl,Cl,Cl,Cl
683,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
684,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
685,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
686,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
687,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
688,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
689,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
690,ClLo,Cl,Cl,Cl,Cl,Cl
691,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
692,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
693,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
694,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
695,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
696,Cl,Cl,Cl,Cl,Cl,Cl
697,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
698,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
699,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
700,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
701,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
702,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
703,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
704,ClLo,Cl,Cl,Cl,Cl,Cl
705,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
706,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
707,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
708,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
709,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
710,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
711,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
712,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
713,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
714,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
715,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
716,Sa,Sa,Sa,LoSa,LoSa,LoSa
717,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
718,Sa,Sa,Sa,LoSa,LoSa,LoSa
719,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
720,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
721,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
722,Cl,Cl,Cl,Cl,Cl,Cl
723,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
724,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
725,Cl,Cl,Cl,Cl,Cl,Cl
726,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
727,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
728,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
729,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
730,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
731,Sa,Sa,Sa,LoSa,LoSa,LoSa
732,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
733,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
734,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
735,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
736,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
737,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
738,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
739,Cl,Cl,Cl,Cl,Cl,Cl
740,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
741,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
742,ClLo,Cl,Cl,Cl,Cl,Cl
743,Sa,Sa,Sa,LoSa,LoSa,LoSa
744,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
745,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
746,Cl,Cl,Cl,Cl,Cl,Cl
747,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
748,Cl,Cl,Cl,Cl,Cl,Cl
749,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
750,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
751,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
752,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
753,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
754,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
755,ClLo,Cl,Cl,Cl,Cl,Cl
756,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
757,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
758,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
759,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
760,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
761,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
762,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
763,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
764,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
765,Cl,Cl,Cl,Cl,Cl,Cl
766,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
767,Sa,Sa,Sa,LoSa,LoSa,LoSa
768,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
769,Cl,Cl,Cl,Cl,Cl,Cl
770,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
771,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
772,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
773,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
774,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
775,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
776,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
777,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
778,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
779,Cl,Cl,Cl,Cl,Cl,Cl
780,Cl,Cl,Cl,Cl,Cl,Cl
781,Cl,Cl,Cl,Cl,Cl,Cl
782,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
783,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
784,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
785,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
786,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
787,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
788,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
789,Cl,Cl,Cl,Cl,Cl,Cl
790,Cl,Cl,Cl,Cl,Cl,Cl
791,Cl,Cl,Cl,Cl,Cl,Cl
792,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
793,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
794,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
795,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
796,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
797,SaLo,SaLo,SaClLo,SaClLo,SaClLo,SaClLo
798,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
799,Cl,Cl,Cl,Cl,Cl,Cl
800,Cl,Cl,Cl,Cl,Cl,Cl
801,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
802,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
803,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
804,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
805,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
806,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
807,ClLo,ClLo,ClLo,ClLo,Cl,Cl
808,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
809,Cl,Cl,Cl,Cl,Cl,Cl
810,Cl,Cl,Cl,Cl,Cl,Cl
811,Cl,Cl,Cl,Cl,Cl,Cl
812,Cl,Cl,Cl,Cl,Cl,Cl
813,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
814,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
815,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
816,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
817,ClLo,ClLo,ClLo,ClLo,Cl,Cl
818,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
819,Cl,Cl,Cl,Cl,Cl,Cl
820,Cl,Cl,Cl,Cl,Cl,Cl
821,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
822,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
823,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
824,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
825,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
826,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
827,Cl,Cl,Cl,Cl,Cl,Cl
828,Cl,Cl,Cl,Cl,Cl,Cl
829,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
830,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
831,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
832,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
833,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
834,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
835,ClLo,ClLo,ClLo,ClLo,Cl,Cl
836,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
837,Cl,Cl,Cl,Cl,Cl,Cl
838,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
839,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
840,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
841,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
842,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
843,ClLo,ClLo,ClLo,ClLo,Cl,Cl
844,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
845,Cl,Cl,Cl,Cl,Cl,Cl
846,SaLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo
847,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
848,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
849,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
850,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
851,ClLo,ClLo,ClLo,ClLo,Cl,Cl
852,Cl,Cl,Cl,Cl,Cl,Cl
853,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
854,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
855,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
856,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
857,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
858,Cl,Cl,Cl,Cl,Cl,Cl
859,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
860,Cl,Cl,Cl,Cl,Cl,Cl
861,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
862,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
863,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
864,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
865,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
866,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
867,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
868,Cl,Cl,Cl,Cl,Cl,Cl
869,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
870,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
871,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
872,SaLo,SaLo,SaClLo,SaLo,SaLo,SaLo
873,Cl,Cl,Cl,Cl,Cl,Cl
874,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
875,SaLo,SaLo,SaLo,SaLo,SaLo,SaLo
